branch_row,from_bus,to_bus,from_base_kv,status,rate_a_mva,pf_mw,qf_mvar,pt_mw,qt_mvar,s_from_mva,s_to_mva,s_max_mva,loading_pct,p_loss_mw,q_net_mvar,tap_ratio
23389,19671,19672,69,1,0,13.9803925604454,2.5222984414697,-13.9799999999911,-2.52000000000932,14.2061031100017,14.2053088667511,14.2061031100017,NaN,0.000392560454377744,0.00229844146037861,1
23390,19671,19673,69,1,56.63,-13.0859845659507,-9.09511932327786,13.132093175216,7.99699597874774,15.9362538748905,15.3754289646391,15.9362538748905,28.1410098444119,0.0461086092653442,-1.09812334453012,1
23391,19671,19676,69,1,41.03,-0.894407994505098,6.57282088181838,0.901378782089378,-6.68474001248318,6.63339581248567,6.74523778256145,6.74523778256145,16.4397703693918,0.00697078758428071,-0.111919130664795,1
23392,19673,19686,69,1,65.28,-34.1220931752156,-19.9069959787483,34.7275153535277,19.9357216809839,39.5045026744547,40.0428935214621,40.0428935214621,61.3402167914555,0.605422178312104,0.0287257022355796,1
23393,19674,19681,69,1,58.21,-16.5797303429053,4.44507669524582,16.6429590668599,-5.79512867651407,17.1652604136981,17.6230418168525,17.6230418168525,30.2749386992827,0.0632287239546407,-1.35005198126824,1
23394,19951,19674,69,1,51.92,-0.412945401653807,4.21352093075124,0.423833966298951,-4.7983663246426,4.23370789481582,4.81704833030071,4.81704833030071,9.27782806298288,0.0108885646451444,-0.584845393891367,1
23395,19675,19678,138,1,247.95,20.0332007785053,5.49612359213277,-19.9895922266316,-4.39118810549459,20.7734568132486,20.4662241355079,20.7734568132486,8.37808300594823,0.0436085518737563,1.10493548663818,1
23396,19675,19679,138,1,0,-20.033200778511,40.0209771948589,20.0375493336019,-40.0008140227496,44.7549745733762,44.738892540821,44.7549745733762,NaN,0.00434855509087129,0.020163172109342,1
23397,19676,19678,69,1,65.92,4.86819129401944,8.01703654539167,-4.87303292711367,-8.13971361762051,9.37934760232887,9.48690611767666,9.48690611767666,14.3915444746309,-0.00484163309423291,-0.122677072228838,1
23398,19677,19678,20,1,182.03,-24.64,-6.89000000000005,24.8626251537453,12.530901723115,25.58518516642,27.8419400820061,27.8419400820061,15.2952480810889,0.222625153745344,5.64090172311498,1
23399,19680,19681,69,1,0,-12.3199999999988,-3.19999999997486,12.3204036657327,3.20172590937267,12.7288019860397,12.7296266750187,12.7296266750187,NaN,0.000403665733927028,0.00172590939781481,1
23400,19946,19681,69,1,53.76,12.6650306585186,-2.97262042476944,-12.6276532075671,2.09565471066827,13.0092072691218,12.8003669555574,13.0092072691218,24.1986742357177,0.0373774509514764,-0.876965714101176,1
23401,19681,20409,69,1,60.16,-16.3357095250273,0.497748056446656,16.3816298792153,-0.514849836349557,16.3432909419665,16.3897183579703,16.3897183579703,27.2435478024773,0.0459203541879987,-0.0171017799029005,1
23402,19682,19683,69,1,0,28.1222396798649,10.0391935923602,-28.1199999999742,-10.0300000000001,29.8604382519188,29.8552390712008,29.8604382519188,NaN,0.00223967989066054,0.0091935923601465,1
23403,19682,19684,69,1,61.57,-24.775958801929,-0.0220384952949293,25.0146045486815,0.197507054868923,24.7759686036723,25.0153842617626,25.0153842617626,40.6291769721661,0.238645746752571,0.175468559573994,1
23404,19689,19682,69,1,45.36,3.37345875551943,9.88322840897281,-3.3462808779619,-10.0171550970651,10.443104316204,10.5612968878292,10.5612968878292,23.2832823805758,0.0271778775575293,-0.133926688092256,1
23405,19686,19684,69,1,64.02,30.7989855510433,4.99164207083089,-30.6032294139694,-4.81052810511238,31.2008653972396,30.9790062980419,31.2008653972396,48.7361221450166,0.195756137073925,0.181113965718517,1
23406,19686,19685,69,1,75.19,-21.8421669681902,-8.30912125060436,21.859940999698,8.80460573855535,23.3692480371865,23.5664613958413,23.5664613958413,31.342547407689,0.0177740315078232,0.495484487950984,1.0375
23407,19686,19685,69,1,75.19,-21.8421669681902,-8.30912125060436,21.859940999698,8.80460573855535,23.3692480371865,23.5664613958413,23.5664613958413,31.342547407689,0.0177740315078232,0.495484487950984,1.0375
23408,19686,19685,69,1,75.19,-21.8421669681902,-8.30912125060436,21.859940999698,8.80460573855535,23.3692480371865,23.5664613958413,23.5664613958413,31.342547407689,0.0177740315078232,0.495484487950984,1.0375
23409,19685,19687,138,1,0,27.7518372181333,11.4697840531593,-27.7500000000013,-11.459999999994,30.0286598969697,30.0232260092072,30.0286598969697,NaN,0.00183721813201387,0.0097840531653457,1
23410,19982,19685,138,1,199.94,-45.3271410262319,8.93679515436863,45.5443000638015,-9.50751195592371,46.1997404889147,46.5260792662956,46.5260792662956,23.2700206393396,0.217159037569616,-0.570716801555088,1
23411,19685,20496,138,1,225.91,-39.9622281846836,8.52684418203105,40.7492618183017,-11.4528969275184,40.8618006601441,42.3281370576223,42.3281370576223,18.7367257127273,0.787033633618087,-2.92605274548737,1
23412,19689,19688,69,1,79.63,-25.2754931881795,-11.18759262907,25.327024648545,12.4918588264208,27.6407811890281,28.2401259644364,28.2401259644364,35.4641792847374,0.0515314603655561,1.30426619735084,1.06875
23413,19689,19688,69,1,79.63,-25.2754931881795,-11.18759262907,25.327024648545,12.4918588264208,27.6407811890281,28.2401259644364,28.2401259644364,35.4641792847374,0.0515314603655561,1.30426619735084,1.06875
23414,19689,19688,69,1,79.63,-25.2754931881795,-11.18759262907,25.327024648545,12.4918588264208,27.6407811890281,28.2401259644364,28.2401259644364,35.4641792847374,0.0515314603655561,1.30426619735084,1.06875
23415,19688,19690,138,1,0,40.8447621903055,3.75846842252136,-40.8400000000244,-3.73999999999775,41.0173217466194,41.0108912363774,41.0173217466194,NaN,0.00476219028104197,0.0184684225236129,1
23416,19688,20227,138,1,216.74,57.406357056943,-43.7685209250943,-57.1101411787649,41.0049940082931,72.1884565184742,70.3063137924227,72.1884565184742,33.3064762011969,0.296215878178081,-2.76352691680121,1
23417,19688,20441,138,1,232.19,-111.267650419187,-10.5767589581064,113.859225650397,24.0163057598525,111.769216960057,116.364540166061,116.364540166061,50.1160860356006,2.59157523121046,13.4395468017461,1
23418,19688,20459,138,1,217.4,-62.9645427736719,13.1112349814153,63.5870693848245,-14.4289218746468,64.3151469673781,65.2035979023792,65.2035979023792,29.992455336881,0.622526611152651,-1.31768689323148,1
23419,19977,19689,69,1,62.99,-27.48774500327,-17.8630577681172,27.7002095383257,18.1585151808466,32.7820828836712,33.1214927507832,33.1214927507832,52.5821443892415,0.21246453505573,0.295457412729363,1
23420,19689,21367,69,1,67.86,44.7528112706921,5.52103429739016,-44.3560150755694,-4.86130265331499,45.0920828565631,44.6216128896218,45.0920828565631,66.4486926857693,0.396796195122761,0.65973164407517,1
23421,19692,19691,69,1,52.89,13.3856045834401,12.9783670978308,-13.3343500260608,-13.294857727892,18.6443670471879,18.8297140876435,18.8297140876435,35.6016526520013,0.0512545573792131,-0.31649063006124,1
23422,19691,20015,69,1,50.28,0.514350026059042,10.1048577278922,-0.499629206246267,-11.3784170430303,10.1179397927765,11.3893811837543,11.3893811837543,22.6519116622002,0.0147208198127753,-1.27355931513806,1
23423,19692,19693,69,1,71.83,-32.3199968782416,10.8018238289853,32.6799727174296,-10.4047105702069,34.0772885693974,34.2963353561531,34.2963353561531,47.7465339776599,0.359975839187967,0.397113258778473,1
23424,19692,19693,69,1,71.83,-32.3199968782416,10.8018238289853,32.6799727174296,-10.4047105702069,34.0772885693974,34.2963353561531,34.2963353561531,47.7465339776599,0.359975839187967,0.397113258778473,1
23425,19693,19694,69,1,0,16.1706509928214,5.1730754723471,-16.1699999999846,-5.17000000001495,16.9779463827118,16.976389486568,16.9779463827118,NaN,0.000650992836856545,0.00307547233214933,1
23426,19693,20442,69,1,76.83,-40.7652982138487,7.81817283404104,41.3159314123202,-6.65728884528252,41.5082324958189,41.8488432723901,41.8488432723901,54.4694042332293,0.550633198471473,1.16088398875852,1
23427,19693,20442,69,1,76.83,-40.7652982138487,7.81817283404104,41.3159314123202,-6.65728884528252,41.5082324958189,41.8488432723901,41.8488432723901,54.4694042332293,0.550633198471473,1.16088398875852,1
23428,19696,19695,69,1,74.49,-23.9775077052515,-6.46951656839381,24.0129856062511,7.45478359905615,24.8349656811544,25.1435334874551,25.1435334874551,33.7542401496243,0.0354779009995809,0.985267030662339,1
23429,19696,19695,69,1,74.49,-23.9775077052515,-6.46951656839381,24.0129856062511,7.45478359905615,24.8349656811544,25.1435334874551,25.1435334874551,33.7542401496243,0.0354779009995809,0.985267030662339,1
23430,19695,19697,138,1,0,-48.0259712125423,-14.909567198134,48.03155437584,14.9344308853532,50.287066974955,50.2997757612165,50.2997757612165,NaN,0.00558316329772168,0.0248636872192005,1
23431,19699,19696,69,1,53.33,-3.54539397693961,13.5464251118439,3.58501541050394,-13.5809668632123,14.0026944465169,14.0461737292838,14.0461737292838,26.3382218812746,0.039621433564335,-0.0345417513683977,1
23432,19697,20229,138,1,215.36,51.9120625588027,14.5899620181373,-51.3274085012093,-14.9720693250618,53.923364423965,53.4664915935623,53.923364423965,25.0387093350506,0.584654057593333,-0.382107306924489,1
23433,19699,19698,69,1,53.73,6.96422783420553,-9.02719349113879,-6.9412249473839,8.98862107112294,11.4013460456729,11.3567562503745,11.4013460456729,21.2197022997821,0.0230028868216365,-0.0385724200158517,1
23434,19698,19977,69,1,49.83,5.30205047776939,-12.7411131869268,-5.18225499672968,12.5330577681174,13.8002791461222,13.5622012914607,13.8002791461222,27.6947203414051,0.119795481039705,-0.208055418809396,1
23435,19700,20015,69,1,60.09,-28.2969427970595,16.5490636059856,28.6784839200814,-15.9200107576458,32.7809163675303,32.8009478899304,32.8009478899304,54.5863669328181,0.381541123021961,0.629052848339796,1
23436,19700,20020,69,1,46.71,9.31694279705952,-19.8590636059869,-9.26341747599477,17.0170340544423,21.9359939458031,19.3749929379243,21.9359939458031,46.9620936540422,0.0535253210647504,-2.84202955154455,1
23437,19704,19701,69,1,63.11,22.8690073080296,-25.2722099282666,-22.6403473038812,25.4648747683117,34.0833696971571,34.0741129452573,34.0833696971571,54.0062901238427,0.228660004148438,0.192664840045015,1
23438,19992,19701,69,1,56.44,-8.87395382003453,30.2665965931644,9.09034730388046,-30.3448747683111,31.5406709778574,31.6772132424816,31.6772132424816,56.1254664112006,0.216393483845936,-0.0782781751467674,1
23439,19959,19702,69,1,70.85,24.9898247008735,-9.03233423087564,-24.7165979459649,9.08830995779587,26.572060519249,26.3345323085762,26.572060519249,37.5046725748046,0.273226754908606,0.0559757269202255,1
23440,19959,19702,69,1,70.85,24.9898247008735,-9.03233423087564,-24.7165979459649,9.08830995779587,26.572060519249,26.3345323085762,26.572060519249,37.5046725748046,0.273226754908606,0.0559757269202255,1
23441,19702,21409,69,1,66.03,33.6331958919299,-19.2966199155914,-32.7807920049284,20.5673313871493,38.7756548116434,38.6987783380716,38.7756548116434,58.7242992755466,0.852403887001458,1.27071147155797,1
23442,19703,19706,138,1,222.41,36.497371803963,-14.6449360214342,-36.4310887629959,16.6473468461566,39.3259748724506,40.0544427682314,40.0544427682314,18.0092814029187,0.0662830409671074,2.00241082472234,1
23443,19703,19707,138,1,0,-36.497371803965,14.6449360214382,36.5019593005192,-14.6265389034073,39.3259748724539,39.3233858291685,39.3259748724539,NaN,0.00458749655425095,0.0183971180309292,1
23444,19704,19706,69,1,72.41,-36.4190073080297,17.012209928266,36.4310887629963,-16.6473468461564,40.1965095492844,40.0544427682317,40.1965095492844,55.5123733590449,0.0120814549665127,0.364863082109533,1
23445,19705,19706,13.8,1,150,0,0,0,0,0,0,0,0,0,0,1
23446,19991,19707,138,1,230.67,-92.6544630532986,-28.7672102609218,93.3399428692485,31.0201793324374,97.0175340332414,98.3595265373474,98.3595265373474,42.6407970422454,0.685479815949918,2.25296907151559,1
23447,19707,20011,138,1,241.34,-129.841902169765,-16.393640429034,131.787199433875,23.0756498332287,130.87272827285,133.792195399619,133.792195399619,55.4372235848258,1.9452972641098,6.68200940419469,1
23448,19708,19710,69,1,49.98,6.54646761290012,-13.5897759525769,-6.44619578778832,13.5119604903773,15.0843710060442,14.9708555676693,15.0843710060442,30.1808143378235,0.100271825111796,-0.0778154621995899,1
23449,20542,19708,69,1,62.67,33.9318129733936,-4.07326781204309,-33.3264676128997,4.94977595257661,34.1754216115908,33.6920424660536,34.1754216115908,54.5323465958047,0.605345360493914,0.876508140533525,1
23450,19709,19710,69,1,0,-26.7800000000062,-7.45000000000247,26.7819644670739,7.45792433520397,27.7969584667167,27.8009758121048,27.8009758121048,NaN,0.00196446706766196,0.00792433520150215,1
23451,19710,19711,69,1,59.03,19.2552911086433,-1.00047618506254,-19.2146680373651,0.730493630409265,19.281265214593,19.2285487941812,19.281265214593,32.6635019728833,0.0406230712782438,-0.269982554653274,1
23452,19710,20559,69,1,65.45,-39.5910597879238,-19.9694086405155,39.9387368430204,20.4813760332358,44.3421841656774,44.8841783352535,44.8841783352535,68.5778125825111,0.347677055096604,0.511967392720326,1
23453,19711,20558,69,1,64.38,-32.9011042929524,-14.2276728355451,33.0053360210896,14.4467408552549,35.8456320632102,36.0286070672171,36.0286070672171,55.9624216638973,0.104231728137123,0.219068019709789,1
23454,19711,22086,69,1,63.07,25.3357723303191,5.5071792051359,-25.0152230821941,-7.05068263543113,25.927406009303,25.9898732485848,25.9898732485848,41.2079804163387,0.320549248124973,-1.54350343029523,1
23455,19712,19713,138,1,0,26.7817971872305,6.57734882219923,-26.7800000000224,-6.5700000000122,27.5776390959566,27.5741418724384,27.5776390959566,NaN,0.00179718720811906,0.00734882218702992,1
23456,20560,19712,138,1,189.38,26.7668826808586,7.09050535513504,-26.7046117116549,-8.79918390970412,27.6900934386659,28.1169330501577,28.1169330501577,14.8468333774198,0.0622709692037375,-1.70867855456907,1
23457,21729,19712,138,1,163.48,0.0785878848431034,-3.79750387530442,-0.0771854755537166,2.22183508751764,3.79831696131276,2.22317537629423,3.79831696131276,2.32341384959185,0.00140240928938676,-1.57566878778678,1
23458,19715,19714,69,1,64.85,-36.7603284009778,-1.00119107572527,37.011458231932,0.95586436744827,36.7739599134747,37.0237993342526,37.0237993342526,57.0914407621474,0.251129830954227,-0.0453267082770047,1
23459,21000,19714,69,1,57.56,-17.0806150703999,0.0699447278689966,17.3467093984537,-0.212763955052142,17.0807582808296,17.3480141645945,17.3480141645945,30.1390100149314,0.266094328053821,-0.142819227183145,1
23460,19714,22688,69,1,70.7,-35.1040838151929,-1.13655020619818,35.870135184983,2.93550193312094,35.1224778009083,35.9900509834081,35.9900509834081,50.9053054927979,0.766051369790112,1.79895172692276,1
23461,19714,22688,69,1,70.7,-35.1040838151929,-1.13655020619818,35.870135184983,2.93550193312094,35.1224778009083,35.9900509834081,35.9900509834081,50.9053054927979,0.766051369790112,1.79895172692276,1
23462,19715,19719,69,1,52.13,4.9840128686056,-4.60483746864392,-4.95709671611522,4.21128680081419,6.78564016044567,6.50444035806557,6.78564016044567,13.016766085643,0.0269161524903776,-0.393550667829733,1
23463,21000,19715,69,1,57.58,-18.6568293633464,-3.11020070060557,18.7663155323713,2.4460285443696,18.9142969811482,18.9250536142013,18.9250536142013,32.8674081524857,0.109486169024944,-0.664172156235965,1
23464,19716,19717,69,1,0,-7.8900000000015,-2.47000000001054,7.89016899485924,2.47071918113446,8.26758731433033,8.26796347593915,8.26796347593915,NaN,0.00016899485773969,0.000719181123914669,1
23465,19717,20892,69,1,48.7,4.42685588831458,-1.88385484936658,-4.41373674957445,0.588913144107858,4.81102506222816,4.45285198337504,4.81102506222816,9.87890156515022,0.0131191387401284,-1.29494170525873,1
23466,19717,20898,69,1,46.52,-3.14479309410385,2.32387051199158,3.15039192607753,-3.60840144331536,3.91025545984239,4.79014929454343,4.79014929454343,10.2969675291131,0.00559883197368904,-1.28453093132378,1
23467,19717,21209,69,1,56.84,12.4532074672826,-7.25588629439755,-12.331193117285,7.20431294190706,14.4128505903728,14.2814722161515,14.4128505903728,25.3568799971372,0.122014349997604,-0.0515733524904904,1
23468,19717,21304,69,1,54.43,-11.1388747013707,1.07747503685754,11.230520174801,-1.6257131451827,11.1908660106306,11.3475780070918,11.3475780070918,20.8480213248057,0.0916454734303311,-0.548238108325157,1
23469,22673,19717,69,1,55.5,10.5556541219348,-3.90029344621635,-10.4865645549803,3.26767641379023,11.2531827901495,10.9838857109409,11.2531827901495,20.2760050272964,0.0690895669544052,-0.632617032426118,1
23470,19718,19719,69,1,0,-12.079999999999,-2.46999999999863,12.0804296016965,2.47176198956971,12.3299351174274,12.3307090913146,12.3307090913146,NaN,0.000429601697542026,0.0017619895710772,1
23471,19719,20964,69,1,46.15,-7.12333288558221,-6.68304879038554,7.19698132287602,6.28293058479768,9.7675489521932,9.55362532734105,9.7675489521932,21.1647864619571,0.0736484372938149,-0.400118205587856,1
23472,19721,19720,69,1,74.73,-32.4299043805814,-2.09771389527326,32.5065662732725,4.64029395919002,32.4976784050811,32.8360956708673,32.8360956708673,43.9396436114911,0.0766618926911065,2.54258006391676,1
23473,19720,19722,138,1,0,-32.5065662732779,-4.6402939592009,32.5094630512143,4.65091547830081,32.8360956708743,32.8404659325133,32.8404659325133,NaN,0.00289677793634269,0.0106215190999128,1
23474,19723,19721,69,1,41.08,0.784144954583493,6.89872448159285,-0.760095619418444,-7.18228610472686,6.94314646127584,7.22239427342565,7.22239427342565,17.5812908311238,0.0240493351650491,-0.28356162313401,1
23475,21363,19722,138,1,196.82,-41.5533096621532,32.6441263143348,41.7848401615685,-32.8607474233846,52.8423743477244,53.1582692396141,53.1582692396141,27.0085708970705,0.231530499415257,-0.216621109049839,1
23476,22687,19722,138,1,214.3,74.685973513463,-32.2018991119817,-74.2943032127782,28.2098319450961,81.332385591915,79.4697307673984,81.332385591915,37.9525831040201,0.391670300684751,-3.99206716688566,1
23477,19723,21700,69,1,55.09,-16.3141449545833,-14.5987244815931,16.4539891945659,13.7707665049779,21.8923292979213,21.4561825716857,21.8923292979213,39.7392072933768,0.139844239982558,-0.827957976615235,1
23478,19724,20053,69,1,42.06,0.626245579263022,-2.26090800265455,-0.623702796783343,1.59320836233344,2.34603676910953,1.71094069579415,2.34603676910953,5.5778334976451,0.00254278247967887,-0.667699640321114,1
23479,20839,19724,69,1,55.23,9.79342835859735,-1.86835420725921,-9.75335950375498,0.27341783067398,9.97005448624841,9.75719113882771,9.97005448624841,18.0518821043788,0.0400688548423691,-1.59493637658523,1
23480,20840,19724,69,1,35.26,-0.156110169028387,-2.28733800176864,0.157113924491587,1.31749017198042,2.29265904992632,1.32682521024216,2.29265904992632,6.50215272242291,0.00100375546319958,-0.969847829788223,1
23481,19725,19726,69,1,0,-8.49000000002552,-2.66000000000804,8.49022628915754,2.66089592024501,8.89694891524483,8.89743274992727,8.89743274992727,NaN,0.000226289132019275,0.000895920236971826,1
23482,19726,21088,69,1,65.33,26.5673036185755,-3.10592894192598,-26.2595262914402,2.07358468120896,26.7482413656275,26.3412694166584,26.7482413656275,40.9432747063027,0.307777327135316,-1.03234426071703,1
23483,19726,21554,69,1,68.78,-35.0575299077068,0.445033021689301,35.2272223046871,-0.0207269780053754,35.0603544993509,35.2272284023518,35.2272284023518,51.2172556009768,0.169692396980295,0.424306043683925,1
23484,19727,19730,138,1,220.17,14.3463421187774,-1.37491601499479,-14.3284731284019,2.03157172200917,14.4120757088386,14.471780327693,14.471780327693,6.57300282858383,0.0178689903754634,0.656655707014379,1
23485,19727,19731,138,1,0,16.4307909031737,5.14302802924898,-16.4300000000098,-5.13999999999326,17.2168994599334,17.215240341054,17.2168994599334,NaN,0.000790903163807144,0.00302802925572632,1
23486,19727,19732,138,1,0,-30.7771330219225,-3.76811201426135,30.7795975036848,3.77810736594423,31.0069441448385,31.0106065364327,31.0106065364327,NaN,0.00246448176232761,0.0099953516828819,1
23487,19728,19730,69,1,70.17,-14.3378173357082,1.688191401532,14.3284731284017,-2.03157172200921,14.4368624070585,14.4717803276929,14.4717803276929,20.6238853180745,-0.00934420730644092,-0.343380320477209,1
23488,19728,20538,69,1,60.15,14.3378173357082,-1.6881914015319,-14.0254172719255,0.844016074241791,14.4368624070585,14.0507897566366,14.4368624070585,24.0014337606958,0.312400063782654,-0.844175327290105,1
23489,19729,19730,18,1,150,0,0,0,0,0,0,0,0,0,0,1
23490,20056,19732,138,1,191.2,30.865025417336,-8.34410509612003,-30.7795975037034,-3.77810736594427,31.9730180600439,31.0106065364511,31.9730180600439,16.7222897803577,0.085427913632568,-12.1222124620643,1
23491,19733,19734,69,1,0,-13.0799999999946,-2.78000000001134,13.0804698726384,2.78206603178619,13.3721651201263,13.373054381637,13.373054381637,NaN,0.000469872643851232,0.00206603177484821,1
23492,20862,19734,69,1,60.52,-15.449653581803,-5.57806544396629,15.4937408323881,5.40555872506627,16.4257909975407,16.4096334545093,16.4257909975407,27.1410955015544,0.0440872505851235,-0.172506718900016,1
23493,19734,21514,69,1,46.6,-6.85837398521906,-3.86591329912613,6.87291732785186,3.28239733648487,7.87290158438995,7.616503454345,7.87290158438995,16.8946385931115,0.0145433426327948,-0.583515962641258,1
23494,19734,21564,69,1,64.08,-21.715836719812,-4.32171145771529,21.8120603884422,4.34311778562315,22.1416971880044,22.2402484358616,22.2402484358616,34.7070044255019,0.0962236686302091,0.0214063279078545,1
23495,19735,19746,69,1,67.3,-35.6526387197983,-3.84988544372907,35.852610780441,4.33252764088388,35.8598977356921,36.1134392648058,36.1134392648058,53.6603852374529,0.199972060642757,0.482642197154818,1
23496,20397,19735,69,1,53.74,4.66110724259488,6.7636401962845,-4.62736128020233,-7.11011455627085,8.21417977839332,8.4832895400788,8.4832895400788,15.7858011538497,0.0337459623925476,-0.346474359986357,1
23497,19737,19736,69,1,90.81,-35.5491588696879,0.443661159249678,35.6140808809555,1.24442071699552,35.5519272553056,35.6358154097268,35.6358154097268,39.242170916999,0.0649220112675124,1.6880818762452,1
23498,19737,19736,69,1,90.81,-35.5491588696879,0.443661159249678,35.6140808809555,1.24442071699552,35.5519272553056,35.6358154097268,35.6358154097268,39.242170916999,0.0649220112675124,1.6880818762452,1
23499,19737,19736,69,1,90.81,-35.5491588696879,0.443661159249678,35.6140808809555,1.24442071699552,35.5519272553056,35.6358154097268,35.6358154097268,39.242170916999,0.0649220112675124,1.6880818762452,1
23500,19736,19741,138,1,0,-106.842242642862,-3.73326215098096,106.872049297697,3.86366626588625,106.907446229176,106.941866629041,106.941866629041,NaN,0.0298066548354967,0.130404114905286,1
23501,19736,19742,138,1,0,0,0,0,0,0,0,0,NaN,0,0,1
23502,19737,19740,69,1,141.3,0,0,0,0,0,0,0,0,0,0,1
23503,19737,19746,69,1,67.56,37.1440000076193,-0.10842117437978,-37.0105194343109,0.431672932261823,37.1441582448314,37.0130367616324,37.1441582448314,54.9795119076841,0.133480573308397,0.323251757882043,1
23504,19737,20867,69,1,53.3,9.15117812333427,-4.38151200643692,-9.12597474959446,4.00515455829495,10.1460193429513,9.96617670754771,10.1460193429513,19.0356835702652,0.0252033737398012,-0.376357448141966,1
23505,21261,19737,69,1,67.37,-28.7740869185026,2.75226132361083,28.9622984781094,-2.87105029693231,28.9054150703114,29.1042550659283,29.1042550659283,43.2006160990475,0.188211559606849,-0.118788973321474,1
23506,19738,19740,13.8,1,70.65,0,0,0,0,0,0,0,0,0,0,1
23507,19739,19740,13.8,1,70.65,0,0,0,0,0,0,0,0,0,0,1
23508,19743,19741,138,1,204.57,-51.0127660322974,2.13490917101794,51.3826859702773,-2.09375160149655,51.0574199841161,51.4253265744507,51.4253265744507,25.1382541792299,0.36991993797988,0.0411575695213831,1
23509,19741,20280,138,1,229.2,70.3699648084585,-17.7393951403683,-69.7702956156175,15.6941726964005,72.5714688227392,71.5136435018877,72.5714688227392,31.6629445125389,0.599669192841006,-2.04522244396783,1
23510,19741,20402,138,1,254.55,-114.312350038218,7.9847402379864,115.847879784014,-6.62360685073564,114.590878554658,116.03707777329,116.03707777329,45.5851808184208,1.53552974579603,1.36113338725076,1
23511,19741,20402,138,1,254.55,-114.312350038218,7.9847402379864,115.847879784014,-6.62360685073564,114.590878554658,116.03707777329,116.03707777329,45.5851808184208,1.53552974579603,1.36113338725076,1
23512,19744,19743,69,1,64.07,-21.895364743276,-1.10290491706214,21.9167477039586,1.80977643236772,21.9231246973869,21.9913419475512,21.9913419475512,34.3239299946172,0.0213829606825335,0.706871515305582,1
23513,19743,19745,138,1,0,38.4839673968947,10.5069347641564,-38.4800000000063,-10.4900000000063,39.8924983517389,39.8842136690774,39.8924983517389,NaN,0.00396739688840597,0.0169347641501219,1
23514,20869,19743,138,1,177.11,9.41120038233988,11.8751213527989,-9.38794906854891,-14.4516203675352,15.1522011529762,17.2331923612843,17.2331923612843,9.73021984150205,0.0232513137909738,-2.57649901473632,1
23515,19744,21269,69,1,63.24,21.8953647432758,1.10290491706231,-21.7562233118279,-1.05368340021376,21.9231246973867,21.7817240250172,21.9231246973867,34.6665475923255,0.139141431447857,0.0492215168485508,1
23516,19746,20872,69,1,66.53,-30.20209134613,-11.2042005731459,30.7728942239867,12.1064085488363,32.2133579771383,33.0686580748601,33.0686580748601,49.7048821206375,0.570802877856735,0.90220797569042,1
23517,19747,20539,69,1,46.66,-1.02639561938916,0.696421607221821,1.03024317473305,-1.67317627818166,1.24035923123371,1.96492235392493,1.96492235392493,4.21114949405257,0.00384755534389325,-0.976754670959843,1
23518,21088,19747,69,1,45.85,5.63698632137051,3.12113467044432,-5.62360438061112,-3.59642160722172,6.44337616613898,6.67526588283342,6.67526588283342,14.5589223180663,0.013381940759392,-0.475286936777398,1
23519,19749,19748,69,1,88.98,-29.0802192812667,5.1875816699928,29.1095886669633,-4.22881200518885,29.5392985195891,29.4151492149033,29.5392985195891,33.1976832092482,0.0293693856966328,0.95876966480395,1
23520,19749,19748,69,1,88.98,-29.0802192812667,5.1875816699928,29.1095886669633,-4.22881200518885,29.5392985195891,29.4151492149033,29.5392985195891,33.1976832092482,0.0293693856966328,0.95876966480395,1
23521,19749,19748,69,1,88.98,-29.0802192812667,5.1875816699928,29.1095886669633,-4.22881200518885,29.5392985195891,29.4151492149033,29.5392985195891,33.1976832092482,0.0293693856966328,0.95876966480395,1
23522,19748,19750,138,1,0,25.4517260911996,6.52672648517987,-25.4500000000004,-6.52000000001041,26.2752453772329,26.2719032428212,26.2752453772329,NaN,0.00172609119921674,0.00672648516945618,1
23523,19748,20050,138,1,235.15,-112.780492092089,6.15970953039767,114.772911837505,1.49812290465016,112.948578645473,114.782688868562,114.782688868562,48.8125404501645,1.99241974541565,7.65783243504783,1
23524,20057,19749,69,1,69.1,-37.4762513544472,9.79406432889064,38.4309964094888,-8.2056782352959,38.7349081793174,39.297259959536,39.297259959536,56.8701301874616,0.95474505504162,1.58838609359474,1
23525,19749,20058,69,1,64.21,28.1403671791062,-7.23137520397932,-27.5488444143724,8.34799293784879,29.0546562931942,28.7858961065601,29.0546562931942,45.249425779776,0.591522764733838,1.11661773386948,1
23526,19749,20395,69,1,54.4,3.70098728624543,-4.05688632329805,-3.68661939045889,3.34383087334911,5.49141452934607,4.97718469013057,5.49141452934607,10.0945120024744,0.0143678957865441,-0.713055449948948,1
23527,19749,21564,69,1,63.01,16.9683069689585,3.93119475259492,-16.8121147544076,-4.34338694569402,17.4177419195381,17.364107022113,17.4177419195381,27.6428216466245,0.15619221455087,-0.412192193099095,1
23528,19752,19751,138,1,584.77,-372.352074591707,-25.5530965238082,372.877998747281,52.5097052675214,373.227850239908,376.55712859679,376.55712859679,64.3940572527302,0.525924155574785,26.9566087437132,1
23529,19751,19757,345,1,0,40.6546520242205,10.7969134308476,-40.6500000000191,-10.7800000000012,42.0639283810211,42.0550936273073,42.0639283810211,NaN,0.00465202420136279,0.0169134308463921,1
