bus,status,pg_mw,qg_mvar,pmin_mw,pmax_mw,qmin_mvar,qmax_mvar,q_limit_utilization
6950,0,0,0,0.44,0.9,-0.1,0.46,NaN
6950,0,0,0,0.17,0.9,-0.1,0.46,NaN
6954,1,53.33,-6.51,20.51,53.33,-6.51,24.85,1
6955,1,53.33,-6.51,24.7,53.33,-6.51,24.85,1
6956,1,53.33,-6.51,14.78,53.33,-6.51,24.85,1
6957,1,53.33,-6.51,24.92,53.33,-6.51,24.85,1
6958,1,53.33,-6.51,19.48,53.33,-6.51,24.85,1
6959,1,53.33,-6.51,12.07,53.33,-6.51,24.85,1
6963,1,46.99,9.15645209475165,9.69,47,-5.22,23.92,0.382794820014701
6964,1,46.99,-0.901732035031058,13.14,47,-5.22,23.92,0.172745600580662
6967,0,0,0,0.19,0.8,-0.09,0.41,NaN
6967,0,0,0,0.37,0.8,-0.09,0.41,NaN
6967,1,46.99,23.92,9.75,47,-5.22,23.92,1
6970,1,2.5,0,1.14,2.5,0,0,NaN
6970,0,0,0,0.29,1.5,0,0,NaN
6974,1,1011.86,372.42,138.83,1012,-82.98,372.42,1
6977,1,46.99,23.92,11.76,47,-5.22,23.92,1
6977,1,46.99,23.92,23.27,47,-5.22,23.92,1
6980,1,24.01,-2.93,6.44,24.02,-2.93,11.19,1
6980,1,24.01,-2.93,11.4,24.02,-2.93,11.19,1
6981,1,24.01,-2.93,4.78,24.02,-2.93,11.19,1
6981,1,24.01,-2.93,6.88,24.02,-2.93,11.19,1
6982,1,24.01,-2.93,6.04,24.02,-2.93,11.19,1
6982,1,24.01,-2.93,4.66,24.02,-2.93,11.19,1
6986,1,193.22,22.3982852425346,56.6,193.25,-23.58,90.05,0.248731651777175
6987,1,193.22,30.7748034104599,62.15,193.25,-23.58,90.05,0.34175239767307
6990,1,4,1.54,0.86,4,-0.2,1.54,1
6993,1,81.99,41.74,37.95,82,-9.1,41.74,1
6994,1,81.99,41.74,20.96,82,-9.1,41.74,1
6997,1,49.99,25.45,23.08,50,-5.55,25.45,1
6997,1,49.99,25.45,22.52,50,-5.55,25.45,1
7002,0,0,0,0.65,2.02,-0.25,0.94,NaN
7002,0,0,0,0.28,2.02,-0.25,0.94,NaN
7003,1,2.02,0.94,0.27,2.02,-0.25,0.94,1
7003,1,2.02,0.94,0.25,2.02,-0.25,0.94,1
7004,1,2.02,-0.25,0.39,2.02,-0.25,0.94,1
7008,1,187.97,46.6630698873717,35.07,188,-20.87,95.69,0.487648342432561
7009,1,187.97,47.3577644410894,67.13,188,-20.87,95.69,0.494908187282782
7012,0,0,0,0.77,1.6,-0.18,0.81,NaN
7012,0,0,0,0.43,1.6,-0.18,0.81,NaN
7012,0,0,0,0.29,1.6,-0.18,0.81,NaN
7012,1,3.5,1.78,0.94,3.5,-0.39,1.78,1
7018,1,53.33,27.15,17.01,53.33,-5.92,27.15,1
7018,1,53.33,27.15,22.39,53.33,-5.92,27.15,1
7018,1,53.33,27.15,20.24,53.33,-5.92,27.15,1
7018,1,53.33,27.15,8.09,53.33,-5.92,27.15,1
7018,1,53.33,27.15,7.8,53.33,-5.92,27.15,1
7018,1,53.33,27.15,22.69,53.33,-5.92,27.15,1
7020,0,0,0,0.76,1.8,-0.2,0.92,NaN
7020,1,4.6,2.34,1.27,4.6,-0.51,2.34,1
7023,1,52.99,26.98,21.39,53,-5.88,26.98,1
7024,1,52.99,26.98,11.38,53,-5.88,26.98,1
7027,1,4.68,2.38,2.26,4.68,-0.52,2.38,1
7027,1,4.68,2.38,2.15,4.68,-0.52,2.38,1
7027,1,4.68,2.38,1.5,4.68,-0.52,2.38,1
7027,1,4.68,2.38,0.77,4.68,-0.52,2.38,1
7027,1,4.68,2.38,1.51,4.68,-0.52,2.38,1
7030,1,0.5,-0.06,0.09,0.5,-0.06,0.23,1
7031,1,0.5,-0.06,0.21,0.5,-0.06,0.23,1
7033,1,3.7,1.72,1.16,3.7,-0.45,1.72,1
7033,1,3.7,1.72,0.87,3.7,-0.45,1.72,1
7034,1,3.7,1.72,1.69,3.7,-0.45,1.72,1
7034,1,0.5,0.23,0.2,0.5,-0.06,0.23,1
7035,1,0.5,0.23,0.13,0.5,-0.06,0.23,1
7035,1,0.5,0.23,0.24,0.5,-0.06,0.23,1
7036,1,0.5,0.23,0.14,0.5,-0.06,0.23,1
7040,0,0,0,22.4,46.5,-5.16,23.67,NaN
7044,1,197.31,3.38690291137036,55.72,197.33,-21.9,100.44,0.0337206582175464
7045,1,197.31,3.19867766818936,38.05,197.33,-21.9,100.44,0.0318466514156647
7046,1,197.31,3.95863480069388,21.26,197.33,-21.9,100.44,0.0394129311100546
7049,1,46.99,23.92,19.9,47,-5.22,23.92,1
7053,0,0,0,265.41,621,-68.93,316.09,NaN
7054,0,0,0,81.62,621,-68.93,316.09,NaN
7058,1,16,-1.95,1.71,16,-1.95,7.46,1
7061,1,46.99,18.3166431211385,8.52,47,-5.22,23.92,0.765745949880371
7061,1,46.99,18.3166431211385,6.77,47,-5.22,23.92,0.765745949880371
7063,1,2.1,1.07,0.86,2.1,-0.23,1.07,1
7063,1,2.1,1.07,0.69,2.1,-0.23,1.07,1
7063,1,2.1,1.07,0.78,2.1,-0.23,1.07,1
7067,1,187.97,95.69,72.73,188,-20.87,95.69,1
7068,1,187.97,86.2784761109729,58.64,188,-20.87,95.69,0.901645690364436
7071,1,83.79,34.2230057111926,14.14,83.8,-9.3,42.65,0.802415139770048
7071,1,83.79,34.2230057111926,17.87,83.8,-9.3,42.65,0.802415139770048
7071,1,83.79,34.2230057111926,29.95,83.8,-9.3,42.65,0.802415139770048
7071,1,83.79,34.2230057111926,25.27,83.8,-9.3,42.65,0.802415139770048
7071,1,83.79,34.2230057111926,36.37,83.8,-9.3,42.65,0.802415139770048
7071,1,83.79,34.2230057111926,32.02,83.8,-9.3,42.65,0.802415139770048
7074,1,2,0,0.5,2,0,0,NaN
7074,1,2,0,0.77,2,0,0,NaN
7077,1,59.99,23.1320647626151,9.81,60,-6.66,30.54,0.757434995501477
7078,1,59.99,19.5578821772098,22.35,60,-6.66,30.54,0.640402166902742
7082,1,5.4,-0.26,2.08,5.4,-0.26,2.07,1
7082,1,5.4,-0.26,1.46,5.4,-0.26,2.07,1
7085,1,16,8.14,7.07,16,-1.78,8.14,1
7091,1,18.1,8.43,3.88,18.1,-2.21,8.43,1
7093,1,46.99,-5.22,16.15,47,-5.22,23.92,1
7097,1,35.92,18.28,17.38,35.92,-3.99,18.28,1
7097,1,35.92,18.28,16.81,35.92,-3.99,18.28,1
7098,1,35.92,18.28,10.53,35.92,-3.99,18.28,1
7098,1,35.92,18.28,17.52,35.92,-3.99,18.28,1
7099,1,35.92,-1.66741890742394,6.91,35.92,-3.99,18.28,0.417899475544847
7099,0,0,0,0.07,0.2,-0.02,0.1,NaN
7100,0,0,0,0.03,0.2,-0.02,0.1,NaN
7100,0,0,0,0.03,0.2,-0.02,0.1,NaN
7101,0,0,0,0.06,0.2,-0.02,0.1,NaN
7101,0,0,0,0.06,0.2,-0.02,0.1,NaN
7104,1,60.49,30.79,18.48,60.5,-6.72,30.79,1
7107,1,216.64,110.28,64.24,216.67,-24.05,110.28,1
7108,1,216.64,110.28,75.4,216.67,-24.05,110.28,1
7109,1,216.64,110.28,54.43,216.67,-24.05,110.28,1
7113,1,58.66,22.6527997529219,7.66,58.67,-6.51,29.86,0.758633615302141
7114,1,58.66,15.6717561581061,9.19,58.67,-6.51,29.86,0.524841130546084
7115,1,58.66,14.2187209627671,13.84,58.67,-6.51,29.86,0.476179536596353
7116,1,58.66,17.8863677116168,9.25,58.67,-6.51,29.86,0.599007625975109
7117,1,58.66,19.7684627558183,27.97,58.67,-6.51,29.86,0.662038270456071
7118,1,58.66,16.466258191124,17.51,58.67,-6.51,29.86,0.551448700305561
7122,1,6.82,-0.83,3.25,6.83,-0.83,3.18,1
7122,1,6.82,-0.83,2.72,6.83,-0.83,3.18,1
7123,1,6.82,-0.83,2.1,6.83,-0.83,3.18,1
7124,1,6.82,-0.83,2.07,6.83,-0.83,3.18,1
7128,1,4.47,2.27,1.57,4.47,-0.5,2.27,1
7129,1,4.47,2.27,0.92,4.47,-0.5,2.27,1
7131,1,4.47,2.27,0.79,4.47,-0.5,2.27,1
7135,1,16.3,7.6,6.75,16.3,-1.99,7.6,1
7135,1,16.3,7.6,4.91,16.3,-1.99,7.6,1
7136,1,16.3,7.6,5.85,16.3,-1.99,7.6,1
7139,1,48.86,-5.42,6.78,48.87,-5.42,24.87,1
7139,1,48.86,-5.42,8.04,48.87,-5.42,24.87,1
7139,1,48.86,-5.42,18.64,48.87,-5.42,24.87,1
7139,1,48.86,-5.42,17.58,48.87,-5.42,24.87,1
7139,1,48.86,-5.42,14.32,48.87,-5.42,24.87,1
7139,1,48.86,-5.42,17.94,48.87,-5.42,24.87,1
7141,1,60.49,28.19,14.65,60.5,-7.38,28.19,1
7144,1,3.2,1.23,0.94,3.2,-0.16,1.23,1
7144,1,1,0.38,0.24,1,-0.05,0.38,1
7145,1,1,0.38,0.27,1,-0.05,0.38,1
7145,1,0.8,0.31,0.34,0.8,-0.04,0.31,1
7146,0,0,0,0.27,0.8,-0.04,0.31,NaN
7147,1,0.8,0.31,0.16,0.8,-0.04,0.31,1
7150,0,0,0,0.23,1,0,0,NaN
7150,1,1,0,0.24,1,0,0,NaN
7150,0,0,0,0.12,1,0,0,NaN
7150,1,1,0,0.42,1,0,0,NaN
7150,1,2,0,0.76,2,0,0,NaN
7152,1,53.99,25.16,26.22,54,-6.59,25.16,1
7153,1,2.5,-0.3,0.88,2.5,-0.3,1.16,1
7158,0,0,0,4.19,18,-2,9.16,NaN
7161,1,332.45,28.8597994965183,97.44,332.5,-36.91,169.24,0.170525877431567
7162,1,332.45,29.0693150499944,58.52,332.5,-36.91,169.24,0.171763856357802
7163,1,332.45,29.0289005539079,90,332.5,-36.91,169.24,0.171525056451831
7164,1,332.45,29.6480464530591,63.95,332.5,-36.91,169.24,0.175183446307369
7167,1,49.99,-2.68629559725383,11.56,50,-6.1,23.3,0.44037632741866
7167,1,49.99,-2.68629559725383,5.94,50,-6.1,23.3,0.44037632741866
7170,1,52.99,6.3819571642808,20.68,53,-5.88,26.98,0.236544001641245
7171,1,52.99,9.9228537519257,15.42,53,-5.88,26.98,0.367785535653287
7175,1,17.1,8.7,5.44,17.1,-1.9,8.7,1
7179,0,0,0,0.59,1.3,-0.14,0.66,NaN
7180,0,0,0,0.43,1.3,-0.14,0.66,NaN
7182,1,174.43,76.8513922028951,75.47,174.45,-19.36,88.8,0.865443605888458
7183,1,174.43,55.2473666602363,33.92,174.45,-19.36,88.8,0.622155029957616
7186,1,16,7.46,7.87,16,-1.95,7.46,1
7189,1,46.99,5.17069524580039,19.48,47,-5.22,23.92,0.216166189205702
7190,1,46.99,5.17069524580039,23.36,47,-5.22,23.92,0.216166189205702
7193,1,59.99,-6.66,23.14,60,-6.66,30.54,1
7199,0,0,0,1.85,6.8,-0.33,2.61,NaN
7203,1,386.95,68.809245185002,76.23,387,-42.96,196.98,0.349320972611443
7204,1,386.95,68.9572378580002,163.13,387,-42.96,196.98,0.350072280729009
7205,1,386.95,68.9329841702665,55.38,387,-42.96,196.98,0.349949153062577
7206,1,386.95,69.5212418071658,51.46,387,-42.96,196.98,0.352935535623747
7209,1,60.49,30.79,22.11,60.5,-6.72,30.79,1
7211,0,0,0,0.3,0.9,-0.1,0.46,NaN
7211,0,0,0,0.32,0.9,-0.1,0.46,NaN
7211,1,80.49,-8.94,26.61,80.5,-8.94,40.97,1
7211,1,80.49,-8.94,31.97,80.5,-8.94,40.97,1
7211,1,80.49,-8.94,15.16,80.5,-8.94,40.97,1
7211,1,80.49,-8.94,35.4,80.5,-8.94,40.97,1
7213,0,0,0,0.3,0.7,-0.08,0.36,NaN
7213,0,0,0,0.07,0.7,-0.08,0.36,NaN
7213,0,0,0,0.08,0.7,-0.08,0.36,NaN
7213,0,0,0,0.1,0.7,-0.08,0.36,NaN
7213,1,40.39,-4.48,13.12,40.4,-4.48,20.56,1
7213,1,40.39,-4.48,16.47,40.4,-4.48,20.56,1
7213,1,40.39,-4.48,15.01,40.4,-4.48,20.56,1
7216,1,52.39,24.42,22.33,52.4,-6.39,24.42,1
7217,1,0.4,0.19,0.06,0.4,-0.05,0.19,1
7220,0,0,0,0.55,1.1,-0.12,0.56,NaN
7220,0,0,0,0.55,1.1,-0.12,0.56,NaN
7220,0,0,0,0.3,1.8,-0.2,0.92,NaN
7223,1,178.08,-16.2877371772431,41.67,178.1,-21.73,82.99,0.749550721456192
7224,1,178.08,-21.73,25.23,178.1,-21.73,82.99,1
7228,1,175.98,81.2558142107182,23.58,176,-19.54,89.58,0.907075398646107
7229,1,175.98,89.58,66.09,176,-19.54,89.58,1
7230,1,175.98,89.58,58.91,176,-19.54,89.58,1
7233,0,0,0,0.35,0.93,-0.11,0.43,NaN
7233,0,0,0,0.3,0.93,-0.11,0.43,NaN
7233,0,0,0,0.29,0.93,-0.11,0.43,NaN
7233,0,0,0,0.27,0.93,-0.11,0.43,NaN
7233,0,0,0,0.31,0.93,-0.11,0.43,NaN
7233,0,0,0,0.46,0.93,-0.11,0.43,NaN
7233,0,0,0,0.24,1.7,-0.21,0.79,NaN
7235,1,2.2,1.03,0.9,2.2,-0.27,1.03,1
7235,1,2.2,1.03,0.55,2.2,-0.27,1.03,1
7238,1,179.98,43.8660705948473,42.41,180,-19.98,91.62,0.478782695861682
7239,1,179.98,43.3508115543949,78.13,180,-19.98,91.62,0.47315882508617
7243,1,124.98,15.8206046790301,61.9,125,-13.88,63.63,0.248634365535598
7244,1,124.98,17.6409979286198,35.18,125,-13.88,63.63,0.277243406076062
7248,0,0,0,0.74,2,-0.24,0.93,NaN
7248,0,0,0,0.8,2,-0.24,0.93,NaN
7249,0,0,0,0.6,2,-0.24,0.93,NaN
7250,0,0,0,0.32,0.8,-0.1,0.37,NaN
7250,0,0,0,0.37,0.8,-0.1,0.37,NaN
7253,1,14,-1.71,3.62,14,-1.71,6.52,1
7255,1,40.99,20.2434581172688,10.03,41,-4.55,20.87,0.969978826893569
7255,1,40.99,20.2434581172688,4.83,41,-4.55,20.87,0.969978826893569
7259,1,1298.82,478.03,268.34,1299,-106.52,478.03,1
7263,1,4.9,2.49,1.88,4.9,-0.54,2.49,1
7263,0,0,0,1.45,4.9,-0.54,2.49,NaN
7264,1,4.9,2.49,0.55,4.9,-0.54,2.49,1
7264,1,4.9,2.49,1.49,4.9,-0.54,2.49,1
7265,0,0,0,1.96,4.9,-0.54,2.49,NaN
7265,1,4.9,2.49,2.43,4.9,-0.54,2.49,1
7269,1,6,3.05,1.38,6,-0.67,3.05,1
7269,1,6,3.05,0.97,6,-0.67,3.05,1
7274,0,0,0,109.28,621,-68.93,316.09,NaN
7275,0,0,0,127.5,621,-68.93,316.09,NaN
7276,0,0,0,0.34,0.7,-0.08,0.36,NaN
7277,0,0,0,0.29,0.7,-0.08,0.36,NaN
7282,1,79.49,37.05,24.94,79.5,-9.7,37.05,1
7283,1,79.49,21.870946351176,9.24,79.5,-9.7,37.05,0.590308943351579
7284,1,79.49,18.6261424611294,11.83,79.5,-9.7,37.05,0.502729890988649
7285,0,0,0,0.59,1.3,-0.16,0.61,NaN
7292,1,16,-1.95,2.39,16,-1.95,7.46,1
7295,1,15,7.64,2.01,15,-1.67,7.64,1
7299,1,41.89,16.2222312966839,18.38,41.9,-4.65,21.33,0.760535925770459
7304,1,438.69,85.1437695776313,156.87,438.75,-48.7,223.32,0.381263521304099
7305,1,438.69,85.0699300304314,214.45,438.75,-48.7,223.32,0.380932876725915
7309,1,87.15,43.5831495948832,24.95,87.17,-9.68,44.37,0.982266161705729
7310,1,87.15,44.37,11.49,87.17,-9.68,44.37,1
7311,1,87.15,44.37,19.76,87.17,-9.68,44.37,1
7312,1,87.15,44.37,37.76,87.17,-9.68,44.37,1
7313,1,87.15,44.37,9.1,87.17,-9.68,44.37,1
7314,1,87.15,44.37,33.67,87.17,-9.68,44.37,1
7317,1,27.5,-3.05,8.9,27.5,-3.05,14,1
7317,1,27.5,-3.05,6.91,27.5,-3.05,14,1
7320,1,11.5,5.36,4.45,11.5,-1.4,5.36,1
7323,1,54.99,25.63,18.05,55,-6.71,25.63,1
7324,1,54.99,24.4795529134864,13.69,55,-6.71,25.63,0.955113262328772
9349,1,0.9,-0.04,0.34,0.9,-0.04,0.35,1
9349,1,0.9,-0.04,0.32,0.9,-0.04,0.35,1
9349,1,0.9,-0.04,0.45,0.9,-0.04,0.35,1
9349,0,0,0,9.06,26,-1.27,9.98,NaN
9353,1,180.99,45.6514350289134,74.04,181.02,-20.09,92.14,0.495457293563202
9354,1,180.99,44.986142331304,86.76,181.02,-20.09,92.14,0.488236838846364
9355,1,180.99,37.4828659302549,84.3,181.02,-20.09,92.14,0.406803407100661
9356,1,180.99,48.0811299661903,61.85,181.02,-20.09,92.14,0.521826893490236
9357,1,180.99,43.3374276225824,63.21,181.02,-20.09,92.14,0.47034325616
9358,1,180.99,56.9489935488826,46.91,181.02,-20.09,92.14,0.618070257747804
9361,1,0.75,-0.04,0.24,0.75,-0.04,0.29,1
9361,1,0.75,-0.04,0.18,0.75,-0.04,0.29,1
9361,0,0,0,0.1,0.75,-0.04,0.29,NaN
9361,0,0,0,0.28,0.75,-0.04,0.29,NaN
9361,1,1,-0.05,0.47,1,-0.05,0.38,1
9361,1,1,-0.05,0.42,1,-0.05,0.38,1
9363,1,1.8,-0.09,0.89,1.8,-0.09,0.69,1
9363,0,0,0,0.52,1.8,-0.09,0.69,NaN
9363,0,0,0,0.61,1.8,-0.09,0.69,NaN
9366,1,2.5,0.96,1.09,2.5,-0.12,0.96,1
9366,1,2.5,0.96,0.72,2.5,-0.12,0.96,1
9369,1,217.87,64.7971883835709,101.13,217.9,-24.19,110.91,0.584232155653872
9370,1,217.87,64.4111088569949,66.27,217.9,-24.19,110.91,0.580751139275042
9371,1,217.87,64.821276286767,75.36,217.9,-24.19,110.91,0.584449339886096
9375,1,2.9,-0.14,0.94,2.9,-0.14,1.11,1
9376,0,0,0,0.74,2.9,-0.14,1.11,NaN
9378,0,0,0,0.78,2.9,-0.14,1.11,NaN
9379,1,2.9,-0.14,0.89,2.9,-0.14,1.11,1
9383,1,2.36,0.91,0.92,2.36,-0.12,0.91,1
9383,1,2.36,0.91,0.58,2.36,-0.12,0.91,1
9383,0,0,0,0.82,2.36,-0.12,0.91,NaN
9383,1,2.36,0.91,0.75,2.36,-0.12,0.91,1
9383,1,2.36,0.91,0.26,2.36,-0.12,0.91,1
9383,1,2.9,1.11,0.77,2.9,-0.14,1.11,1
9387,1,112.48,17.1212484622328,27.59,112.5,-13.73,52.42,0.32661671999681
9390,1,0.95,-0.05,0.29,0.95,-0.05,0.36,1
9390,1,0.95,-0.05,0.13,0.95,-0.05,0.36,1
9390,1,5.2,-0.25,0.62,5.2,-0.25,2,1
9392,0,0,0,0.32,1.05,-0.05,0.4,NaN
9392,0,0,0,0.35,1.05,-0.05,0.4,NaN
9392,1,1.3,-0.06,0.55,1.3,-0.06,0.5,1
9392,1,1.3,-0.06,0.17,1.3,-0.06,0.5,1
9394,0,0,0,0.59,1.5,-0.07,0.58,NaN
9394,0,0,0,0.26,1.5,-0.07,0.58,NaN
9394,1,1.5,0.58,0.24,1.5,-0.07,0.58,1
9394,1,1.5,0.58,0.68,1.5,-0.07,0.58,1
9396,1,3,1.15,0.64,3,-0.15,1.15,1
9398,0,0,0,0.45,2,-0.1,0.77,NaN
9398,1,2,-0.1,0.45,2,-0.1,0.77,1
9398,1,2,-0.1,0.34,2,-0.1,0.77,1
9398,0,0,0,0.63,2,-0.1,0.77,NaN
9401,0,0,0,0.3,1.2,-0.13,0.61,NaN
9401,0,0,0,0.45,1.2,-0.13,0.61,NaN
9402,0,0,0,0.28,1.2,-0.13,0.61,NaN
9402,0,0,0,0.52,1.2,-0.13,0.61,NaN
9403,0,0,0,0.52,1.2,-0.13,0.61,NaN
9407,1,2,-0.1,0.31,2,-0.1,0.77,1
9407,1,2,-0.1,0.21,2,-0.1,0.77,1
9408,1,0.5,-0.02,0.06,0.5,-0.02,0.19,1
9408,1,0.5,-0.02,0.23,0.5,-0.02,0.19,1
9409,1,0.5,-0.02,0.17,0.5,-0.02,0.19,1
9413,1,3,1.15,1.24,3,-0.15,1.15,1
9415,1,2,-0.1,0.27,2,-0.1,0.77,1
9415,1,10.5,-0.51,3.78,10.5,-0.51,4.03,1
9417,0,0,0,32.38,97.5,-14.04,20.77,NaN
9424,0,0,0,0.95,2,-0.1,0.77,NaN
9424,1,2,-0.1,0.49,2,-0.1,0.77,1
9425,0,0,0,0.39,2,-0.1,0.77,NaN
9429,0,0,0,3.31,7,-0.78,3.56,NaN
9433,0,0,0,0.19,0.4,-0.02,0.15,NaN
9434,1,0.4,-0.02,0.17,0.4,-0.02,0.15,1
9436,0,0,0,1.41,4.5,-0.22,1.73,NaN
9436,0,0,0,1.28,4.5,-0.22,1.73,NaN
9437,0,0,0,0.2,0.4,-0.02,0.15,NaN
9440,1,8,3.07,1.99,8,-0.39,3.07,1
9441,0,0,0,0.24,0.5,-0.02,0.19,NaN
9442,0,0,0,0.13,0.5,-0.02,0.19,NaN
9444,1,0.5,0.19,0.16,0.5,-0.02,0.19,1
9445,1,8,3.07,1.88,8,-0.39,3.07,1
9449,1,21.6,-2.64,10.34,21.6,-2.64,10.07,1
9451,1,3,-0.15,1.35,3,-0.15,1.15,1
9454,0,0,0,1.02,7.5,-0.37,2.88,NaN
9456,0,0,0,0.31,3,-0.15,1.15,NaN
9456,1,3,1.15,0.46,3,-0.15,1.15,1
9459,1,0.83,-0.04,0.33,0.83,-0.04,0.32,1
9459,1,0.83,-0.04,0.3,0.83,-0.04,0.32,1
9460,1,0.83,-0.04,0.37,0.83,-0.04,0.32,1
9461,0,0,0,0.14,0.5,-0.02,0.19,NaN
9461,1,0.5,-0.02,0.23,0.5,-0.02,0.19,1
9464,1,12,4.61,2.32,12,-0.59,4.61,1
9465,0,0,0,1.54,12,-0.59,4.61,NaN
9465,1,12,-0.59,1.47,12,-0.59,4.61,1
9469,1,2,-0.1,0.79,2,-0.1,0.77,1
9469,1,2,-0.1,0.86,2,-0.1,0.77,1
9470,0,0,0,0.23,2,-0.1,0.77,NaN
9470,0,0,0,0.68,2,-0.1,0.77,NaN
9471,1,2,-0.1,0.36,2,-0.1,0.77,1
9474,1,3,-0.15,0.81,3,-0.15,1.15,1
9476,0,0,0,15.06,74,-10.66,15.76,NaN
9480,1,4,-0.2,1.65,4,-0.2,1.54,1
9480,1,4,-0.2,1.13,4,-0.2,1.54,1
9483,1,3.3,-0.16,0.95,3.3,-0.16,1.27,1
9485,1,6.6,-0.95,2.28,6.6,-0.95,1.41,1
9491,1,100.49,21.41,39.58,100.5,-14.47,21.41,1
9495,0,0,0,0.77,4.6,-0.51,2.34,NaN
9497,1,25,-1.22,9.47,25,-1.22,9.6,1
9499,1,1,-0.05,0.27,1,-0.05,0.38,1
9499,0,0,0,0.34,1,-0.05,0.38,NaN
9500,1,1,-0.05,0.49,1,-0.05,0.38,1
9501,1,1,-0.05,0.43,1,-0.05,0.38,1
9506,0,0,0,0.39,1,-0.05,0.38,NaN
9507,1,1,-0.05,0.33,1,-0.05,0.38,1
9509,1,1,-0.05,0.49,1,-0.05,0.38,1
9509,1,1,-0.05,0.35,1,-0.05,0.38,1
9510,1,1,-0.05,0.13,1,-0.05,0.38,1
9515,1,33.5,-3.72,9.04,33.5,-3.72,17.05,1
9516,1,33.5,-3.72,7.26,33.5,-3.72,17.05,1
9521,1,6.05,-0.3,1.21,6.05,-0.3,2.32,1
9521,1,6.05,-0.3,2.29,6.05,-0.3,2.32,1
9522,1,6.05,-0.3,1.87,6.05,-0.3,2.32,1
9522,1,6.05,-0.3,2.25,6.05,-0.3,2.32,1
9523,1,6.05,-0.3,2.43,6.05,-0.3,2.32,1
9524,1,6.05,-0.3,2.72,6.05,-0.3,2.32,1
9528,1,10,3.84,2.84,10,-0.49,3.84,1
9529,1,10,3.84,3.06,10,-0.49,3.84,1
9532,1,2.97,-0.15,1.36,2.98,-0.15,1.14,1
9532,1,2.97,-0.15,0.39,2.98,-0.15,1.14,1
9532,1,2.97,-0.15,0.35,2.98,-0.15,1.14,1
9532,1,2.97,-0.15,1.48,2.98,-0.15,1.14,1
9535,1,2.5,-0.12,0.77,2.5,-0.12,0.96,1
9536,0,0,0,0.41,2.5,-0.12,0.96,NaN
9542,1,42.09,10.162639522752,5.33,42.1,-5.14,19.62,0.517973472107645
9543,1,2,0.93,0.28,2,-0.24,0.93,1
9543,1,1.7,0.79,0.54,1.7,-0.21,0.79,1
9547,1,45.29,4.31507334313076,6.41,45.3,-5.03,23.06,0.187123735608446
9547,1,45.29,4.31507334313076,17.49,45.3,-5.03,23.06,0.187123735608446
9550,1,2.9,1.11,0.5,2.9,-0.14,1.11,1
9550,1,2.9,1.11,0.85,2.9,-0.14,1.11,1
9550,1,2.9,1.11,0.42,2.9,-0.14,1.11,1
9551,0,0,0,0.23,1.2,-0.06,0.46,NaN
9552,1,2.9,-0.14,0.55,2.9,-0.14,1.11,1
9558,1,901.68,77.3022200492982,293.33,901.8,-110.02,420.24,0.183947791855364
9559,1,901.68,77.2065510608121,326.87,901.8,-110.02,420.24,0.183720138636998
9560,1,1.1,-0.13,0.15,1.1,-0.13,0.51,1
9564,1,2,0.77,0.47,2,-0.1,0.77,1
9564,1,2,0.77,0.41,2,-0.1,0.77,1
9568,1,2,0.77,0.3,2,-0.1,0.77,1
9568,1,2,0.77,0.88,2,-0.1,0.77,1
9569,0,0,0,0.8,2,-0.1,0.77,NaN
9573,1,4,1.54,1.39,4,-0.2,1.54,1
9573,1,4,1.54,1.94,4,-0.2,1.54,1
9574,0,0,0,0.71,4,-0.2,1.54,NaN
9574,1,4,1.54,0.89,4,-0.2,1.54,1
9577,0,0,0,2.46,24,-1.18,9.22,NaN
9580,1,1.1,-0.05,0.38,1.1,-0.05,0.42,1
9581,1,1.1,-0.05,0.13,1.1,-0.05,0.42,1
9582,1,1.1,-0.05,0.4,1.1,-0.05,0.42,1
9587,1,33.1,16.85,12.93,33.1,-3.67,16.85,1
9587,1,33.1,16.85,14.55,33.1,-3.67,16.85,1
9591,1,39.99,1.79996979669777,11.56,40,-1.96,15.36,0.117185533639178
9591,0,0,0,16.06,40,-1.96,15.36,NaN
9592,1,39.99,-0.757734008678709,14.11,40,-1.96,15.36,0.38659898401975
9592,1,39.99,-0.757734008678709,12.71,40,-1.96,15.36,0.38659898401975
9593,0,0,0,6.83,40,-1.96,15.36,NaN
9593,1,39.99,5.69777361751087,5.76,40,-1.96,15.36,0.370948803223364
9596,1,1,-0.05,0.23,1,-0.05,0.38,1
9596,0,0,0,0.38,1,-0.05,0.38,NaN
9596,1,2.7,-0.13,0.68,2.7,-0.13,1.04,1
9596,0,0,0,0.85,2.7,-0.13,1.04,NaN
9596,1,2.7,-0.13,0.42,2.7,-0.13,1.04,1
9600,1,55.32,-6.14,19.48,55.33,-6.14,28.16,1
9601,1,55.32,-6.14,6.07,55.33,-6.14,28.16,1
9602,1,55.32,-6.14,25.85,55.33,-6.14,28.16,1
9603,1,55.32,-6.14,15.36,55.33,-6.14,28.16,1
9606,1,0.57,-0.03,0.2,0.57,-0.03,0.22,1
9606,1,0.57,-0.03,0.23,0.57,-0.03,0.22,1
9606,0,0,0,0.25,0.57,-0.03,0.22,NaN
9606,1,4.5,-0.22,2.22,4.5,-0.22,1.73,1
9606,1,4.5,-0.22,2.17,4.5,-0.22,1.73,1
9610,1,220.47,96.3618995264669,43.61,220.5,-24.48,112.23,0.858610884134963
