bus,type,base_kv,pd_mw,qd_mvar,vm_original_pu,va_original_deg,vm_solved_pu,va_solved_deg,delta_vm_pu,delta_va_deg
8596,1,161,7.56,2.24,1.0384527,-140.11738,1.03920409192949,-140.617155753612,0.000751391929488809,-0.0835450213668736
8597,1,161,0,0,1.0384961,-140.113705,1.03924748688688,-140.613484291765,0.000751386886880478,-0.0835485595196843
8598,1,161,0,0,1.040913,-139.73219,1.04170842507995,-140.232739042018,0.000795425079950229,-0.0843183097728826
8599,1,161,6.87,3.07,1.0408592,-139.735976,1.04165475493361,-140.236520392639,0.000795554933608056,-0.0843136603943861
8600,1,161,14.87,1.97,1.0399161,-140.162549,1.04061727653896,-140.662132865501,0.000701176538955961,-0.0833531332560398
8601,1,161,11.35,1.81,1.0413862,-140.03254,1.04217033919898,-140.532628998472,0.000784139198975131,-0.0838582662272671
8602,1,161,0,0,1.0414289,-140.026246,1.04221293112398,-140.526341036358,0.000784031123983731,-0.0838643041124811
8603,1,161,6.81,1.03,1.0410948,-140.452393,1.04182940159969,-140.951678023129,0.000734601599692519,-0.0830542908834815
8604,1,161,5.82,2.06,1.0393613,-139.539122,1.04012437340054,-140.039729909781,0.000763073400539493,-0.0843771775354725
8605,1,161,0,0,1.0411321,-139.876833,1.04192057535153,-140.377149104563,0.000788475351526152,-0.0840853723180288
8606,1,161,7.31,1,1.0411036,-139.881,1.0418921298276,-140.38131358646,0.000788529827603357,-0.0840828542154242
8607,1,161,0,0,1.0383622,-140.084458,1.03910145915406,-140.584226513977,0.000739259154064253,-0.0835377817317209
8608,1,161,8.61,5.13,1.0382905,-140.088914,1.03902979330137,-140.588676354081,0.000739293301368349,-0.0835316218360873
8609,1,161,15.47,3.51,1.040418,-139.772413,1.04120318241123,-140.272852058223,0.000785182411225049,-0.0842083259783948
8610,1,161,8.26,2.74,1.0410616,-139.796634,1.04185570622164,-140.297089638409,0.000794106221640778,-0.0842249061642661
8611,1,161,8.26,1.2,1.0420838,-140.072772,1.04287874891982,-140.572903389432,0.000794948919820238,-0.0839006571872147
8612,1,161,11.24,0.83,1.0387394,-139.752888,1.03948994511435,-140.253139162919,0.000750545114348355,-0.0840204306735615
8613,1,161,10.56,3.95,1.0400817,-140.325274,1.04082034635863,-140.824764003199,0.000738646358631856,-0.0832592709541728
8614,1,161,10.56,3.39,1.0386623,-139.607599,1.03943585672764,-140.108163455887,0.0007735567276419,-0.0843337236415067
8615,1,161,0,0,1.0401097,-139.672255,1.04089568109122,-140.172849983151,0.000785981091215637,-0.0843642509062619
8616,1,161,17.87,3.31,1.0400301,-139.681575,1.04081605204638,-140.182155359149,0.000785952046377325,-0.0843496269041992
8617,1,161,2.63,0.28,1.0426941,-140.209278,1.04348727473373,-140.709368085739,0.000793174733734192,-0.0838593534935086
8618,1,161,15.24,5.21,1.0426085,-140.217631,1.04340174974113,-140.717705380882,0.000793249741125823,-0.0838436486367158
8619,1,161,0,0,1.0419989,-140.014942,1.04279441414615,-140.515121071679,0.000795514146146425,-0.0839483394344569
8620,1,161,15.24,4.9,1.0419207,-140.022473,1.0427162393269,-140.522636316007,0.000795539326899908,-0.083932583761694
8621,1,161,15.24,1.71,1.0409199,-139.607039,1.0417167338871,-140.107761871467,0.000796833887095838,-0.0844921392217231
8622,1,161,18.21,4.02,1.0489335,-139.681264,1.04971419413833,-140.183016043472,0.000780694138325488,-0.0855213112274242
8623,1,500,0,0,1.0429591,-137.756527,1.04379269547907,-138.259897726342,0.00083359547906503,-0.0871399940966029
8624,1,161,0,0,1.0414633,-139.297255,1.04226079308129,-139.798455604136,0.000797493081292844,-0.0849698718909764
8625,1,500,9.63,0.61,1.0429311,-137.762521,1.04376484298595,-138.265887368011,0.000833742985951069,-0.0871356357658186
8626,1,161,9.63,0.31,1.0377034,-139.701367,1.03846992537483,-140.201759135492,0.000766525374825244,-0.0841614032465685
8627,1,161,0,0,1.0377313,-139.696014,1.03849783585942,-140.196410611267,0.000766535859422435,-0.08416587902245
8628,1,161,15.47,4.38,1.0409785,-139.485609,1.04177695793961,-139.986517028859,0.00079845793960942,-0.0846772966144016
8629,1,161,0,0,1.0387361,-139.599624,1.03950623345805,-140.100176689268,0.000770133458050992,-0.0843219570225386
8630,1,161,15.09,7.24,1.0386223,-139.607585,1.03939254618737,-140.108127060139,0.000770246187366652,-0.0843113278942695
8631,1,161,11.41,3.64,1.0433139,-140.045461,1.04411116787381,-140.54558080382,0.000797267873813956,-0.0838890715751717
8632,1,161,11.41,8.16,1.0388771,-140.098791,1.03963807764789,-140.598617629314,0.000760977647887184,-0.0835958970689745
8633,1,161,11.41,2.95,1.038602,-140.114983,1.03935753109881,-140.614769773154,0.000755531098809659,-0.0835560409089311
8634,1,161,11.41,2.51,1.0411955,-139.400972,1.0419936417455,-139.902000184107,0.000798141745498748,-0.0847974518618315
8635,1,161,1.77,0.13,1.0499907,-139.657666,1.05077456125613,-140.15949611362,0.000783861256126173,-0.0855993813748483
8636,1,161,2.91,0.89,1.0489818,-139.548817,1.0497602115469,-140.050765152633,0.000778411546900948,-0.0857174203876951
8637,1,161,0,0,1.0353013,-139.635565,1.03593781961607,-140.136237497939,0.000636519616069142,-0.0844417656934837
8638,1,161,7.58,1.34,1.0352678,-139.639898,1.03590436859445,-140.140563943042,0.000636568594449605,-0.084435210796741
8639,1,161,11.16,1.88,1.0363312,-139.440472,1.03695226659176,-139.941529481285,0.000621066591757202,-0.0848267490400332
8640,1,161,7.58,3.14,1.03771,-140.038374,1.03838764617784,-140.538278452745,0.000677646177840829,-0.083673720500073
8641,1,161,12.93,4.92,1.0382075,-139.718621,1.03897314111833,-140.219027287643,0.000765641118327665,-0.0841755553980335
8642,1,161,8.85,0.62,1.0371541,-139.717165,1.03791360050052,-140.217484594038,0.000759500500519872,-0.084088861793461
8643,1,161,8.11,0.34,1.0360246,-138.985039,1.03671997129433,-139.485936698129,0.000695371294329172,-0.0846669658840398
8644,1,161,17,1.84,1.0392113,-139.629253,1.03996224879441,-140.12969320496,0.000750948794405515,-0.0842094727149316
8645,1,161,17,1.33,1.0386633,-139.830798,1.03940531784434,-140.330953062586,0.00074201784433825,-0.0839243303407926
8646,1,161,17,0.97,1.0386093,-139.840105,1.03935137996744,-140.340245119978,0.00074207996744069,-0.0839093877326178
8647,1,161,0,0,1.0365426,-139.464456,1.03727892924137,-139.965100939733,0.000736329241370015,-0.0844142074883081
8648,1,161,17,6.13,1.0364457,-139.473354,1.03718218920517,-139.973988281773,0.000736489205171109,-0.0844035495274937
8649,1,161,17,3.51,1.0388393,-139.698311,1.03958313455078,-140.198658670314,0.000743834550779754,-0.0841169380685045
8650,1,161,0,0,1.0416659,-139.906013,1.04246528491305,-140.406230384276,0.000799384913053203,-0.083986652030589
8651,1,161,5.74,1.02,1.0416403,-139.909449,1.04243971552567,-140.409658312066,0.000799415525665204,-0.0839785798207373
8652,1,161,8.37,2.12,1.0493177,-139.711224,1.05009977306007,-140.212938145307,0.000782073060068056,-0.0854834130617377
8653,1,161,0,0,1.0504926,-138.86324,1.05105806276751,-139.358007105888,0.000565462767510683,-0.0785363736432743
8654,1,161,2.12,0.08,1.0504859,-138.864461,1.051051359907,-139.359227648572,0.000565459906997301,-0.0785359163265724
8655,1,161,5.33,1.04,1.0538137,-135.976233,1.05530915812807,-136.480651436156,0.00149545812807395,-0.08818770391143
8656,1,161,0,0,1.0507259,-138.860412,1.05130755497961,-139.355267229335,0.000581654979609381,-0.0786244970902459
8657,1,18,2.17,0.96,1.0494247,-139.009235,1.05001030338603,-139.503968797154,0.00058560338603475,-0.0785030649094693
8658,1,18,0,0,1.0508441,-138.846949,1.05142542443725,-139.341815427008,0.000581324437249675,-0.0786356947633777
8659,1,1,0,0,1.0508441,-138.846949,1.05142542443725,-139.341815427008,0.000581324437249675,-0.0786356947633777
8660,1,161,0,0,1.0507413,-138.859174,1.05132299226007,-139.354029486186,0.000581692260065658,-0.0786247539414404
8661,1,161,0,0,1.0507259,-138.860412,1.05130755497961,-139.355267229335,0.000581654979609381,-0.0786244970902459
8662,1,161,0,0,1.0437449,-137.86827,1.04425743180548,-138.363529670913,0.000512531805481276,-0.0790289386677472
8663,1,161,1.4,0.37,1.0437377,-137.86896,1.04425021276987,-138.364221408294,0.000512512769869744,-0.0790306760485322
8664,1,161,0,0,1.0378292,-136.445051,1.03840013210891,-136.94209923308,0.000570932108913791,-0.0808175008347831
8665,1,161,4.11,0.66,1.0378109,-136.447561,1.03838174914655,-136.944606758284,0.000570849146551478,-0.0808150260391614
8666,1,161,3.4,1.48,1.0395239,-135.976144,1.04019266322914,-136.474614755632,0.000668763229142888,-0.0822400233866603
8667,1,161,0,0,1.03955,-135.974235,1.04021871321146,-136.472705912774,0.000668713211463334,-0.0822401805288422
8668,1,161,0,0,1.0501101,-138.851057,1.05066174950507,-139.345774899117,0.000551649505071472,-0.0784871668723639
8669,1,161,3.56,0.35,1.0500992,-138.853127,1.05065083558499,-139.347843223864,0.000551635584987054,-0.0784854916185651
8670,1,161,0,0,1.0464117,-136.034455,1.04679975252236,-136.539712563867,0.000388052522362736,-0.0890268316217231
8671,1,13.8,0,0,1.0464117,-136.034455,1.04679975252236,-136.539712563867,0.000388052522362736,-0.0890268316217231
8672,1,13.8,0,0,1.0464117,-136.034455,1.04679975252236,-136.539712563867,0.000388052522362736,-0.0890268316217231
8673,1,1,0,0,1.0464117,-136.034455,1.04679975252236,-136.539712563867,0.000388052522362736,-0.0890268316217231
8674,1,161,4.79,0.79,1.0463899,-136.037225,1.04677796243785,-136.542482238057,0.000388062437851167,-0.0890265058121571
8675,1,161,0,0,1.0464292,-136.031896,1.0468171443248,-136.53715538367,0.000387944324798495,-0.089028651424556
8676,1,161,3.34,0.99,1.0462826,-135.736047,1.04663987711378,-136.24150791618,0.000357277113782306,-0.0892301839349869
8677,1,161,5.38,1.66,1.0371202,-136.926882,1.0374605876289,-137.431557304564,0.000340387628898542,-0.0884445723187213
8678,1,161,2.82,0.34,1.0369704,-136.864804,1.03730286000725,-137.369526473342,0.000332460007252955,-0.0884917410972292
8679,1,161,3.64,0.56,1.0426941,-135.656764,1.04298895942259,-136.162372188286,0.000294859422591776,-0.0893774560413902
8680,1,161,0,0,1.0427083,-135.654552,1.0430031804814,-136.160164798166,0.000294880481396698,-0.0893820659212992
8681,1,161,10.14,1.9,1.0429481,-134.807537,1.04308948235065,-135.313167222513,0.000141382350645092,-0.0893994902676383
8682,1,161,0,0,1.0388769,-135.752548,1.03909552619178,-136.258110554262,0.000218626191777815,-0.0893318220173995
8683,1,161,17.02,5.86,1.0387795,-135.762014,1.03899816325955,-136.267568039598,0.000218663259550889,-0.0893233073530411
8684,1,161,17.02,4.48,1.0410953,-135.534912,1.04135224091869,-136.040662775522,0.000256940918687221,-0.089520043277318
8685,1,161,0,0,1.0388506,-135.737567,1.03907941731004,-136.243141490212,0.000228817310035323,-0.0893437579668017
8686,1,161,17.02,8.16,1.0387142,-135.746526,1.03894298117713,-136.252088733747,0.000228781177129544,-0.089332001501603
8687,1,161,17.02,9.36,1.0396961,-135.654436,1.03994059622255,-136.160088377572,0.000244496222550739,-0.0894216453273913
8688,1,161,17.02,5.13,1.0374925,-136.396189,1.03778638832833,-136.901273081237,0.000293888328330327,-0.0888533489915773
8689,1,161,3.29,0.37,1.0419187,-135.616726,1.04220091023336,-136.122375325426,0.000282210233360836,-0.0894185931812075
8690,1,161,3.29,0.33,1.0403414,-135.801134,1.04062712096684,-136.306648782427,0.000285720966837211,-0.0892840501822576
8691,1,161,3.29,1.89,1.041488,-135.682295,1.04175528144889,-136.187876545418,0.000267281448891321,-0.0893508131724587
8692,1,161,7.16,0.17,1.0454569,-134.953784,1.04563975275175,-135.460074828965,0.000182852751745788,-0.0900600967203076
8693,1,161,0,0,1.0454786,-134.949952,1.04566148953442,-135.456243877819,0.000182889534415143,-0.0900611455739551
8694,1,161,13.31,4.84,1.0422105,-135.066568,1.04236640953837,-135.572354851983,0.000155909538369414,-0.0895561197383614
8695,1,161,7.1,4.81,1.0423369,-135.126899,1.04250040462885,-135.632780638175,0.000163504628851063,-0.0896509059301849
8696,1,161,12.76,2.69,1.0410473,-135.44906,1.04121884252816,-135.954781071052,0.000171542528155211,-0.0894903388067547
8697,1,161,0,0,1.0411064,-135.442091,1.04127803450722,-135.947819057517,0.000171634507219354,-0.0894973252720632
8698,1,161,19.86,2.16,1.0443736,-135.182584,1.04456301410079,-135.688833948144,0.000189414100793206,-0.0900192158993462
8699,1,161,12.76,2.48,1.0433131,-134.629056,1.04344454039526,-135.134686872848,0.000131440395262139,-0.0894001406032174
8700,1,161,0,0,1.0417817,-135.671634,1.04198982011231,-136.17776517902,0.000208120112305199,-0.0899004467754168
8701,1,161,19.73,3.81,1.0416986,-135.6819,1.04190661820553,-136.18802836226,0.000208018205532845,-0.0898976300146757
8702,1,161,0,0,1.044845,-134.843786,1.04500861556384,-135.349902242297,0.000163615563840702,-0.0898855100521558
8703,1,161,7.18,0.06,1.0448239,-134.847883,1.0449874430687,-135.353999053553,0.000163543068696814,-0.0898853213077047
8704,1,161,10.53,3.38,1.0425575,-135.241575,1.04272413139486,-135.747486996211,0.000166631394861394,-0.0896812639662556
8705,1,161,0,0,1.0426123,-135.236299,1.04277901207363,-135.742212055718,0.000166712073627506,-0.0896823234729851
8706,1,161,0,0,1.0472148,-134.562101,1.04738761385139,-135.068499590459,0.000172813851393672,-0.0901678582143717
8707,1,161,14.07,5.42,1.0471289,-134.569161,1.04730177772189,-135.075561095008,0.000172877721885678,-0.0901693627626372
8708,1,161,3.35,0.38,1.0469529,-134.514926,1.04711485131768,-135.021192527634,0.000161951317679598,-0.0900357953885447
8709,1,161,15.15,1.55,1.0400875,-135.616665,1.04027684144918,-136.122295930126,0.000189341449181368,-0.0894001978806642
8710,1,161,15.15,4.4,1.0393971,-136.299829,1.0396422731223,-136.805822193023,0.000245173122302322,-0.0897624607777487
8711,1,161,0,0,1.0401548,-136.057241,1.04033022644465,-136.562796473716,0.000175426444648963,-0.0893247414710601
8712,1,18,15.15,4.48,1.034519,-136.985117,1.03469615346124,-137.490136209889,0.000177153461239365,-0.0887884776434618
8713,1,18,0,0,1.0406479,-135.978594,1.04082316845396,-136.484195929038,0.000175268453957989,-0.0893711967928397
8714,1,1,0,0,1.0406479,-135.978594,1.04082316845396,-136.484195929038,0.000175268453957989,-0.0893711967928397
8715,1,161,0,0,1.040249,-136.048371,1.04042439816096,-136.553926801699,0.000175398160961349,-0.0893250694537784
8716,1,161,0,0,1.0401548,-136.057241,1.04033022644465,-136.562796473716,0.000175426444648963,-0.0893247414710601
8717,1,161,15.15,6,1.0419616,-135.250839,1.04212973319844,-135.756685492223,0.000168133198441778,-0.0896157599775194
8718,1,161,0,0,1.0392939,-135.721296,1.03950037527477,-136.226867310612,0.000206475274765028,-0.0893405783668726
8719,1,161,15.15,1.46,1.0392342,-135.730394,1.03944076656856,-136.235964398231,0.000206566568559996,-0.0893396659861736
8720,1,161,4.75,1.34,1.0416236,-135.628717,1.04186939500271,-136.134280967805,0.000245795002710159,-0.0893332355604315
8721,1,161,4.75,1.65,1.0417163,-135.447053,1.04192395344012,-135.952565540802,0.00020765344012319,-0.0892818085565779
8722,1,161,2.96,1.25,1.0418375,-135.361076,1.04203326728755,-135.866600223428,0.000195767287553883,-0.0892934911829997
8723,1,161,3.48,0.91,1.0406695,-135.899449,1.04089048320261,-136.405520033617,0.000220983202606329,-0.0898403013718081
8724,1,161,2.12,0.82,1.0449428,-135.712539,1.04527452945147,-136.218022343608,0.000331729451470864,-0.0892526113625394
8725,1,161,3.24,0.52,1.0423821,-135.073429,1.04254631814413,-135.578982261589,0.000164218144125483,-0.0893225293437609
8726,1,161,0,0,1.0423954,-135.071776,1.04255955578256,-135.577331320738,0.000164155782564679,-0.0893245884931133
8727,1,161,3.24,0.28,1.0422345,-135.173913,1.04240831258638,-135.6794374557,0.000173812586376831,-0.089293723454702
8728,1,161,2.42,1.03,1.0393253,-134.962084,1.04014332586003,-135.465473313266,0.000818025860030991,-0.087158581021086
8729,1,161,0,0,1.0406452,-134.965545,1.04133997937912,-135.468238705313,0.000694779379124766,-0.0864629730675261
8730,1,161,2.21,0.24,1.0406375,-134.966857,1.04133221395679,-135.46955100471,0.00069471395679388,-0.0864632724651955
8731,1,161,5.1,1.34,1.0418095,-134.90495,1.04239842057042,-135.407088859953,0.000588920570418594,-0.0859081277078673
8732,1,161,9.08,4.34,1.0416079,-136.962264,1.04304094971046,-137.463206659012,0.00143304971045843,-0.0847119267666159
8733,1,161,7.1,2.92,1.0397659,-136.97301,1.04146896316117,-137.475450113837,0.00170306316117119,-0.0862093815918712
8734,1,161,8.03,3.24,1.0430428,-136.751042,1.04442076447235,-137.25220554288,0.00137796447235417,-0.0849328106352942
8735,1,161,4.77,1.81,1.0398297,-134.982648,1.04058956952734,-135.485647978134,0.000759869527343637,-0.0867692458894425
8736,1,161,2.81,0.86,1.0462057,-135.776413,1.04867060356652,-136.287561494557,0.00246490356652029,-0.094917762311681
8737,1,161,0,0,1.0442952,-134.269474,1.04538892424771,-134.775974120391,0.00109372424771403,-0.0902693881458418
8738,1,161,2.96,0.41,1.0442839,-134.271018,1.04537761111505,-134.777515779297,0.00109371111505219,-0.0902670470524214
8739,1,161,0,0,1.045595,-135.997256,1.04789674998683,-136.506279025713,0.00230174998682986,-0.0927922934682925
8740,1,161,7.98,2.33,1.0455521,-136.001647,1.04785389220118,-136.510651567338,0.00230179220117499,-0.0927738350924727
8741,1,161,0,0,1.0431782,-136.245243,1.04532298321719,-136.753377133853,0.00214478321718858,-0.0919034016084339
8742,1,161,10.31,3.89,1.0431121,-136.250103,1.04525697322806,-136.758219003153,0.00214487322806356,-0.0918852709074685
8743,1,161,18.87,2.92,1.041039,-136.723388,1.04294196856413,-137.227729045416,0.00190296856413319,-0.0881103131709295
8744,1,161,19.64,10.48,1.0381386,-135.116216,1.03903432060529,-135.619686948315,0.000895720605286643,-0.0872402160702137
8745,1,161,19.81,4.5,1.0393515,-135.016895,1.04026324132789,-135.520643556141,0.000911741327885629,-0.0875178238956522
8746,1,161,18.08,3.8,1.0387469,-135.090296,1.03965396917375,-135.593884343704,0.000907069173750052,-0.087357611458529
8747,1,161,3.12,0.31,1.0458294,-136.534685,1.04696476008663,-137.035027359682,0.00113536008662951,-0.0841116274369682
8748,1,500,0,0,1.0461279,-135.328696,1.04723484135439,-135.831201914264,0.00110694135439449,-0.0862751820191505
8749,1,161,0,0,1.0451216,-136.540792,1.04667997144998,-137.041610156337,0.0015583714499785,-0.0845874240919642
8750,1,13.8,0,0,1.0454694,-136.053797,1.04684679515896,-136.555405753108,0.0013773951589624,-0.0853780208625921
8751,1,1,0,0,1.0454694,-136.053797,1.04684679515896,-136.555405753108,0.0013773951589624,-0.0853780208625921
8752,1,500,16.19,8.26,1.0460024,-135.336229,1.04710958900369,-135.838718961857,0.00110718900368845,-0.0862592296120255
8753,1,161,0,0,1.0431187,-137.374335,1.04455754259329,-137.872943461885,0.00143884259329452,-0.0823777296397026
8754,1,161,16.79,1.89,1.0430639,-137.383386,1.04450271993336,-137.881962568641,0.0014388199333577,-0.0823458363955325
8755,1,161,20.32,4.41,1.0441638,-136.866649,1.04568688962714,-137.366628005159,0.00152308962713588,-0.0837482729140362
8756,1,161,20.78,7.38,1.0443002,-136.476541,1.046135971284,-136.979756369581,0.00183577128400181,-0.0869846373363004
8757,1,161,5.91,0.73,1.0424877,-136.869788,1.04394643407068,-137.371009090491,0.00145873407068242,-0.0849903582459746
8758,1,161,0,0,1.0420822,-136.919921,1.04359116040584,-137.421290981694,0.00150896040584114,-0.0851392494491989
8759,1,161,6.6,1.77,1.042046,-136.923568,1.04355508545845,-137.424928561403,0.00150908545845452,-0.0851298291578786
8760,1,161,6.49,0.96,1.0400825,-136.980729,1.04176170354193,-137.482967199299,0.00167920354192552,-0.0860074670540456
8761,1,161,0,0,1.0380645,-137.082097,1.03968920704077,-137.58380545428,0.00162470704077244,-0.085477722034895
8762,1,161,9.22,2.66,1.0380179,-137.087199,1.03964258672925,-137.588893055548,0.00162468672925109,-0.0854633233032729
8763,1,161,0,0,1.0384908,-137.060554,1.04013617740099,-137.562444498667,0.00164537740098902,-0.0856597664216991
8764,1,161,7.14,0.61,1.038469,-137.064949,1.04011444396332,-137.566825394019,0.00164544396331978,-0.0856456617739383
8765,1,161,0,0,1.0397083,-135.630226,1.04010352757633,-136.131034155587,0.000395227576334145,-0.0845774233421679
8766,1,161,3.98,0.31,1.039694,-135.632303,1.04008916053044,-136.133108089369,0.000395160530444638,-0.0845743571242252
8767,1,161,3.98,1.25,1.0395402,-135.702373,1.03996165551034,-136.203127826075,0.00042145551033701,-0.0845240938300407
8768,1,161,11.69,7.14,1.0433391,-135.992503,1.0436150221486,-136.49307417568,0.000275922148602614,-0.0843404434350106
8769,1,161,1.1,0.27,1.0431623,-136.237228,1.04345635489727,-136.737759660424,0.000294054897269191,-0.0843009281791041
8770,1,161,6.53,2.3,1.0431214,-136.240874,1.04341546428086,-136.741403269928,0.000294064280859319,-0.084298537682983
8771,1,161,0,0,1.0414075,-136.202176,1.041642703464,-136.70185691675,0.000235203463995637,-0.0834501845044855
8772,1,13.8,3.46,0.48,1.0409635,-136.33673,1.0411970270103,-136.83642055632,0.000233527010301104,-0.0834598240749784
8773,1,13.8,6.53,2.62,1.0394289,-136.449923,1.0396614304691,-136.949430225356,0.00023253046910332,-0.0832764931111427
8774,1,1,0,0,1.0413667,-136.207485,1.04160184028605,-136.707162517406,0.000235140286053648,-0.0834467851614278
8775,1,161,0,0,1.0414692,-136.196368,1.04170447250018,-136.696049413468,0.000235272500180628,-0.0834506812228
8776,1,161,0,0,1.0414075,-136.202176,1.041642703464,-136.70185691675,0.000235203463995637,-0.0834501845044855
8777,1,161,6.53,0.38,1.0428869,-135.720188,1.04296412436026,-136.218292989934,7.72243602646938e-05,-0.0818742576887388
8778,1,161,11.35,5.09,1.0424137,-135.52272,1.0426810271227,-136.023166093372,0.000267327122703609,-0.0842153611273915
8779,1,161,0,0,1.0387081,-136.123104,1.03913876111215,-136.623436869791,0.000430661112145625,-0.0841021375463953
8780,1,161,7.37,2.24,1.0386655,-136.126808,1.03909611274301,-136.62713946011,0.000430612743014924,-0.0841007278645094
8781,1,161,9.53,1.65,1.0385306,-135.200457,1.03904996257473,-135.701882512939,0.000519362574729731,-0.0851947806943798
8782,1,161,13.23,0.48,1.0405731,-135.358798,1.04090152165419,-135.859799005922,0.000328421654188338,-0.0847702736769094
8783,1,161,0,0,1.0409287,-134.916524,1.04123227498662,-135.417775432667,0.000303574986623589,-0.0850207004221346
8784,1,161,5.99,2.82,1.0408878,-134.919412,1.04119144275274,-135.420658507364,0.000303642752740751,-0.0850157751192029
8785,1,161,5.99,1.45,1.0410776,-135.286224,1.04138613217254,-135.787168000065,0.000308532172540232,-0.0847132678201632
8786,1,161,17.94,8.11,1.0372528,-135.61021,1.0377629334486,-136.111140860837,0.000510133448603733,-0.0847001285923312
8787,1,161,0,0,1.0371797,-135.949425,1.03767740914253,-136.449913051003,0.000497709142533553,-0.0842573187577642
8788,1,161,8.4,0.77,1.0371527,-135.954234,1.03765040323488,-136.454720958626,0.000497703234876301,-0.0842562263811288
8789,1,161,0,0,1.0369966,-135.862209,1.03749823182154,-136.362812234634,0.000501631821540949,-0.0843725023885753
8790,1,161,12.75,5.7,1.0369067,-135.869664,1.03740842331834,-136.370261871895,0.000501723318335756,-0.0843671396498138
8791,1,161,0,0,1.0400465,-136.223679,1.04056774902948,-136.72446315088,0.000521249029477033,-0.0845534186354513
8792,1,161,1.92,0.15,1.0400407,-136.224853,1.04056205967546,-136.725633608419,0.000521359675463851,-0.0845498761738241
8793,1,161,20.78,4.05,1.0400027,-136.472591,1.04029398308601,-136.971669730213,0.000291283086009564,-0.082847997968102
8794,1,161,8.87,1.01,1.0388389,-136.344869,1.03926281577163,-136.84467061817,0.000423915771625039,-0.0835708859247148
8795,1,161,5.52,1.03,1.0402285,-136.524081,1.04053042247006,-137.023173353443,0.000301922470058669,-0.0828616211976367
8796,1,161,0,0,1.04025,-136.52127,1.04055195033381,-137.020368721635,0.000301950333810197,-0.0828679893902091
8797,1,161,5.52,0.87,1.0393586,-136.056863,1.03974258131209,-136.556912510692,0.000383981312089832,-0.0838187784467692
8798,1,161,0,0,1.0405055,-137.079315,1.04082244330599,-137.578276280545,0.000316943305988415,-0.0827305482998639
8799,1,161,2.47,1.55,1.0404836,-137.080594,1.04080048629288,-137.579555323358,0.000316886292878626,-0.0827305911129343
8800,1,161,2.89,0.72,1.0403158,-138.568697,1.0406930705272,-139.067475579472,0.000377270527196494,-0.0825478472265644
8801,1,161,12.65,4.02,1.0432334,-135.617438,1.04349012157718,-136.117957750503,0.000256721577180041,-0.0842890182574791
8802,1,500,0,0,1.0437889,-134.54772,1.04401669414222,-135.049459622827,0.000227794142220628,-0.0855088905815222
8803,1,161,12.65,4.61,1.0457195,-135.440622,1.04596466254715,-135.941279308617,0.000245162547148681,-0.0844265763722234
8804,1,500,0,0,1.0448795,-134.439151,1.04510451009588,-134.940985563667,0.000225010095878941,-0.085603831422091
8805,1,161,12.65,5.8,1.0400334,-135.466746,1.04038150391613,-135.967681375948,0.000348103916130826,-0.0847046437031196
8806,1,161,12.65,1.93,1.0433986,-135.571172,1.04364897500567,-136.071412047424,0.000250375005671266,-0.084009315178875
8807,1,161,0,0,1.0404654,-135.909254,1.0407216581933,-136.408774380243,0.000256258193296111,-0.0832896479982281
8808,1,161,9.31,0.82,1.0404312,-135.914272,1.04068738732736,-136.413794904425,0.000256187327356994,-0.0832921721803217
8809,1,161,15.76,3.37,1.0412252,-136.294232,1.04144746566024,-136.793633110474,0.000222265660238197,-0.0831703782288145
8810,1,161,0,0,1.0417331,-135.828942,1.04191123258777,-136.327913505382,0.000178132587774771,-0.082740773137246
8811,1,161,24.76,3.29,1.0416308,-135.844016,1.04180900383778,-136.342980623979,0.000178203837779778,-0.0827338917337812
8812,1,161,0,0,1.0441979,-135.735358,1.04443713569437,-136.235648790913,0.000239235694372342,-0.0840600586679585
8813,1,161,9.31,0.56,1.0441723,-135.740445,1.04441151255522,-136.240737075892,0.000239212555221968,-0.0840613436474058
8814,1,161,4.77,0.88,1.0412133,-136.232299,1.04143394600976,-136.731766873724,0.000220646009764236,-0.0832371414787332
8815,1,161,4.77,1.21,1.0409011,-136.255312,1.0411151366523,-136.75467995876,0.000214036652304905,-0.0831372265148644
8816,1,161,2.61,0.55,1.0403783,-136.933174,1.04067052364864,-137.432153853504,0.000292223648635348,-0.082749121258658
8817,1,161,2.64,1.01,1.0391499,-136.748947,1.03943344417505,-137.247936162862,0.000283544175052386,-0.0827584306169484
8818,1,161,3.71,0.79,1.0412157,-135.030016,1.04153570798971,-135.531474447349,0.00032000798970766,-0.0852277151043808
8819,1,161,11.59,2.55,1.0406546,-135.860657,1.04090946676383,-136.360207053228,0.000254866763826023,-0.0833193209830227
8820,1,161,15.28,0.86,1.0421162,-135.762501,1.04232494962785,-136.261880692625,0.000208749627850668,-0.0831489603794893
8821,1,161,8.55,1.87,1.0426423,-135.655717,1.04288514803773,-136.155586826509,0.000242848037728338,-0.0836390942635177
8822,1,161,0,0,1.0426791,-135.651097,1.04292200006369,-136.150970310028,0.000242900063685436,-0.0836425777831806
8823,1,161,3.65,0.21,1.0405287,-135.747569,1.04083021691292,-136.247584612711,0.000301516912917021,-0.0837848804655579
8824,1,161,0,0,1.0405408,-135.745498,1.04084237211936,-136.245515863845,0.000301572119364435,-0.0837871315995216
8825,1,161,3.65,0.61,1.0404981,-136.410365,1.04079202086936,-136.90951809994,0.000293920869356645,-0.0829223676950477
